"Factor1" "Factor2" "Factor3" "Factor4" "Factor5" "textclass"
"A44" -0.547860982118418 -0.467118050499759 0.706856871657506 -0.522484472079437 -0.489241024174944 "news"
"B01" -0.5928679088362 -0.390899681737414 0.289584996494102 -0.603511751799789 -0.463603816160037 "news"
"B02" -0.533692621765158 0.08892945446994 0.0199298705539875 0.124180437471832 -0.7004254682338 "news"
"B03" -0.219283555959629 0.449840491272247 0.0610449438599382 0.359312023060526 -1.28727519554524 "news"
"B04" -0.461591176399793 -0.439434067407422 0.828776849358155 0.685201065325963 -0.11438357263571 "news"
"B05" -0.461361282883894 -0.425803156072982 0.490477692001579 0.431295856651093 -0.329956525063153 "news"
"B06" -0.67655148484685 -0.688832616699926 0.28451047415046 0.447484196500184 -0.408072052634388 "news"
"B07" -0.657189935360432 -0.469140185257481 0.535423950531551 0.0109584868942225 -0.00302047292453139 "news"
"B08" 1.06222230385783 -0.327259526892305 1.54756598957757 1.3623590655504 0.160342582252267 "news"
"B09" 0.338014154437399 0.538897272972442 -0.39894026013691 -0.820459083889133 0.0266872480179587 "news"
"B10" 0.784175053203158 0.836581187335683 1.49751068145033 0.318709603143535 -0.926850020624643 "news"
"B11" -0.385022474338523 0.200832078127932 -0.46971421394402 -0.432314486177804 0.339528551941941 "news"
"B12" -0.108620694949454 -0.40605654909071 -0.442608989940315 -0.149121586212526 -0.664537104736757 "news"
"B13" 0.00723421532016686 -0.167620336026518 1.14891440614357 0.234402093038901 -0.114331880184086 "news"
"B14" 0.34820977089032 0.0680588048555267 0.875038260818754 0.571144066397575 -0.361301984246547 "news"
"B15" -0.553696918965147 0.0367157750808878 1.28399552293046 0.879247154111847 0.0925783018961019 "news"
"B16" -0.527568071370304 -0.368686212416384 0.620629290924546 0.948404658736099 -0.96550203311052 "news"
"B17" -0.167212015614587 -0.44919854381928 1.14297424136483 0.4257727820119 0.107751606140871 "news"
"B18" -0.560643519813376 -0.693702057132921 0.799626711350557 0.0572464785603334 -0.790073738996509 "news"
"B19" 0.25788455387511 -0.289642610873605 1.1464757170126 -0.670472780200459 -0.654369492676725 "news"
"B20" -0.191643060882686 0.976163868718007 0.731110330803259 -0.17219569098668 0.105505582622852 "news"
"B21" -0.463889898033749 0.739936197641295 0.697040837058597 0.534053622921487 -1.05133896108989 "news"
"B22" -0.640257973475607 1.37520972872593 0.440197474877198 0.42766345903377 0.408545237374428 "news"
"B23" 0.0435894249613205 0.637795430400796 0.914041113407136 0.70482914105223 -0.302036326503632 "news"
"B24" 0.308558176657337 0.960614325123233 -0.917206967893654 -0.961017014069457 -1.60833251122072 "news"
"B25" -0.256885457759558 0.937808607931602 -0.422695914922232 -0.725209312071784 -0.855784114855342 "news"
"B26" -0.245776695214817 -0.007328868092147 0.253285347167415 0.225688294756942 -0.487864800980908 "news"
"B27" -0.0171302953170235 0.117137748267171 0.474502934236121 -0.245141415254306 1.45124467880166 "news"
"C01" 0.386556162311323 0.289279275215217 0.0531383120772101 -0.574098548435945 -0.751791543526177 "news"
"C02" -0.437816847973118 0.719577726370451 -0.793682530353901 -0.488965119003226 -0.810086623451186 "news"
"C03" -0.301560703093827 0.95353158999132 -0.256971700311477 -0.727595371097401 -1.23948984670284 "news"
"C04" 0.252912916505741 0.874925442036034 0.139116806619867 -0.42499866667088 -0.825764026643142 "news"
"C05" 0.214489687075995 1.1340729672267 0.0270400943687871 0.412876227882218 -0.775896983770625 "news"
"C06" -0.143478672897684 0.798389498495818 0.237243681076305 -0.704438768628134 -0.850171961676288 "news"
"C07" -0.107670519461355 0.38733110961088 -0.252538363896069 -1.04915442737427 -0.943439642590203 "news"
"C08" 0.305070633622325 0.638112762681026 -0.629577702105704 -1.20690227800341 -1.17402950995953 "news"
"C09" 0.052254417537306 0.649398462470405 -0.311993269015126 -0.674031950875163 -1.59700015607622 "news"
"C10" 0.270006625178471 0.381552608871125 -0.741424301785428 -0.66314177573053 -1.51767998804344 "news"
"C11" -0.218027085283825 0.538769425848856 -0.177409388199751 -0.880897281663128 -0.175379202881383 "news"
"C12" -0.735951587114103 0.0574667090952737 -0.660713739314448 -0.133781661456263 0.120362224218202 "news"
"C13" -0.348220695698893 0.743019982528613 -0.469759413732358 0.101968728673752 -0.389146752534953 "news"
"C14" -0.278738091927874 0.303051839030857 -0.164245002628142 -0.257118600916886 -1.09649409892201 "news"
"C15" -0.155875536332105 -0.823310021951049 -0.4690092493378 -1.37642294493888 -1.16520886567439 "news"
"C16" -0.115043601415993 0.835641333924886 0.588863144461475 0.704791722512932 -0.230649405942353 "news"
"C17" -0.297134882165431 -0.178286405626066 -0.0578363653062887 0.167712463209182 -0.750080304672766 "news"
"D01" -0.69053057260209 2.08130794859243 0.311614778944371 -0.0766245352942893 1.26253595978087 "misc"
"D02" -0.480773162799876 2.88355663185784 1.15232461591635 0.898136251053819 -0.937911040988513 "misc"
"D03" -0.603256407126486 1.93152099121564 -0.75600579038613 0.735144102527078 0.561184898727156 "misc"
"D04" -0.0408136047713517 0.966252833328386 0.51144204547697 -0.160704471186638 -1.18460588198219 "misc"
"D05" 0.000690529353038602 1.12283743661388 -0.190460506479494 1.01369599628887 0.196273131050021 "misc"
"D06" 0.486320658717598 0.704708444260876 0.379363412201999 -0.961271937774566 0.398695540533916 "misc"
"D07" 0.465898527713802 0.796009019639016 1.10902168558895 0.713511163369986 -0.817202899278698 "misc"
"D08" -0.540352923071641 0.996870464587283 -0.714683442541598 -0.398646833451814 0.868582766849422 "misc"
"D09" -0.877061770330851 -0.868101947432188 0.985225179271669 0.579246651204891 0.118940689786571 "misc"
"D10" -1.04336353871097 1.39546019154782 0.501823966232243 0.410898265165813 -0.909043541581064 "misc"
"D11" -0.237720021187127 1.41714531243232 1.99178507862369 0.0838579065744149 -0.0250641262761143 "misc"
"D12" -1.1933239825619 0.394494069398889 -0.215163949968947 -0.594453461695179 0.816536541915895 "misc"
"D13" 0.21649044999616 -0.425072023248844 1.58390792739345 -1.45025596177869 2.68866906893083 "misc"
"D14" -0.815402469518995 -0.148543828620076 -0.781824578621531 -0.221713933872771 0.711548258519044 "misc"
"D15" -0.923947026051138 0.301719728194216 -0.219244390799307 0.375497333013927 0.847881440535543 "misc"
"D16" 1.09848047763642 -0.800574947255493 1.5415437666044 0.155650703472516 -0.617417101327141 "misc"
"D17" 0.39488708305962 0.410861560307625 0.40691197249472 0.26855302369176 -0.585583963275188 "misc"
"E01" 0.54970725285121 1.33734125084671 0.762373786760273 -1.19621577507442 -0.535839295940526 "nonfiction"
"E02" 0.555246585326461 -0.178306762015918 1.12284672426942 -0.756517485237696 -1.45789085420061 "nonfiction"
"E03" -0.367810454267622 0.077385140322153 2.41355389588515 -0.902786424787891 0.713943431269259 "nonfiction"
"E04" -0.407701433181227 0.729089188841623 0.260505378753502 -0.975145550147642 -1.13672247223639 "nonfiction"
"E05" -0.120630759517349 -0.724605797051237 0.808829747083304 0.499565039743373 0.658640420830422 "nonfiction"
"E06" -0.210477841001974 -0.396928107703889 0.873614411021897 -1.01933299830209 -0.0221871786906763 "nonfiction"
"E07" 0.543567192485582 -1.75107663640986 0.363276195286488 -1.3295101834235 -0.47093809385923 "nonfiction"
"E08" -0.886524116800578 -0.868318106604811 1.15894444191536 -0.610231910666662 0.905520019503855 "nonfiction"
"E09" 0.481826150165569 -0.742515222566446 -0.375754089902561 -1.16303485714556 -0.700237745115836 "nonfiction"
"E10" 0.265563561109534 0.215445964436248 -0.182092656931157 -1.46222324201549 -1.48300358264756 "nonfiction"
"E11" 0.0287724695787865 -0.801487747425675 -1.29353389699132 -0.565539570799075 -1.49022512890992 "nonfiction"
"E12" -0.31099124016786 -0.98540054649659 0.877666184798165 -1.09374248011103 -0.68056830488335 "nonfiction"
"E13" 0.125037637337189 0.0417473554997733 -2.24462353236885 -1.62839077504077 -0.162825615151296 "nonfiction"
"E14" 0.615991807104907 -1.95471958202246 0.966256133556193 -1.37737431765252 -0.368322396486282 "nonfiction"
"E15" -0.0939443349498539 -2.07636742391058 -0.690312895542584 -1.55340967506875 -0.634132619573197 "nonfiction"
"E16" 0.38219203547814 -1.09366201312897 -0.384499604208576 -1.5292868598727 -1.7999116200775 "nonfiction"
"E17" 0.216161312708458 -1.09198081969699 1.43211143344437 -1.06233676517957 -1.55184364649716 "nonfiction"
"E18" -0.335276346915546 -0.465307886643083 -0.816727538649297 0.659864965067699 -0.306962154680351 "nonfiction"
"E19" 0.558180647953528 -0.613164950713082 1.74993596083922 -0.880952670639431 -1.01674290426124 "nonfiction"
"E20" 0.772468930020805 -1.05395804117447 2.38389526235701 -1.24112510326177 -1.23850104984932 "nonfiction"
"E21" -0.47530598420451 -0.637638903777894 2.00364867381337 -1.29381295931133 -0.718316247894313 "nonfiction"
"E22" -0.582530975833017 -0.275130005397222 -0.301488143346465 -0.749674513822116 0.117335806477067 "nonfiction"
"E23" -0.219557345650212 0.623443610725022 -0.2776096037312 -1.06303077750099 -0.844716584865832 "nonfiction"
"E24" 0.187250763142395 0.200603184525923 1.52699926123943 -0.766838893397551 -0.41404042648851 "nonfiction"
"E25" -1.30365658605221 -0.508529718610538 -0.00747966406644303 -0.706453596289561 1.27234229744093 "nonfiction"
"E26" -0.841784932251483 0.0833723101625699 -0.940141153485057 -0.145842567867484 1.3362493469693 "nonfiction"
"E27" -0.634997104603804 -2.18972600798182 0.255420775641837 -0.979101039260244 -0.829134565653388 "nonfiction"
"E28" -0.541457609365151 -1.10580274584943 1.62120967032445 -0.614866101506845 -0.407982015666008 "nonfiction"
"E29" -1.10045791641415 0.882000890729382 0.675490494878342 -0.00351289647164716 -0.693490550478314 "nonfiction"
"E30" 0.278853910415936 -2.15216447307536 3.29405713725733 -0.4589897225839 -1.10303737229636 "nonfiction"
"E31" -0.724268252942152 -0.555221919588375 0.0189374608072414 -0.43374612968236 0.926185880200411 "nonfiction"
"E32" -0.96738676731392 0.578897846098117 0.0902138932985976 -0.34043607597309 -0.471900653555603 "nonfiction"
"E33" 0.180031193004848 -0.675250098729321 1.51534310939432 -0.910280861313102 -1.21751812235209 "nonfiction"
"E34" -0.954150191104766 -0.327105832490558 -0.41315388866267 -1.01558367112133 0.232725600455134 "nonfiction"
"E35" 0.756627206189496 -0.466151187497632 1.11848586066946 -0.0556565651921 -1.45100182973329 "nonfiction"
"E36" 0.290772160356879 -0.764455322506818 1.7880346628753 -1.07262732646229 -1.66616820556493 "nonfiction"
"F01" 0.118280666745162 0.811332585750767 0.0810714910275012 -0.0223367115841542 -0.868215587616706 "nonfiction"
"F02" 0.335368205344231 0.104728342921908 -1.11991340357646 -0.88314589315311 0.280197749468034 "nonfiction"
"F03" -0.831016575007288 1.34255184946709 0.327482255632756 0.205909197359477 1.38251994844603 "nonfiction"
"F04" -0.20614475793076 -0.129624537065791 -0.414891163617039 -0.153069733129855 0.394395163261227 "nonfiction"
"F05" 0.0479180721152339 -1.10001677757037 -1.12996482226465 -1.31363308196746 0.401960623125032 "nonfiction"
"F06" 1.74574270816705 0.491558409366891 2.72712169487265 -1.03286676406645 -1.19324047936306 "nonfiction"
"F07" -0.787596034836841 0.873996899593245 1.3154416893641 -0.166919335749778 -0.443103001953444 "nonfiction"
"F08" 0.122356353632939 0.746632887287949 0.139585932088478 2.27394713519096 -1.51179866247359 "nonfiction"
"F09" 0.52962849242214 -0.0429819372500623 -0.719126726807514 -0.0808838123347762 0.31653028154028 "nonfiction"
"F10" -0.00363344080217972 -0.592613081851695 -0.486915955436253 0.322315039705501 0.666753593036969 "nonfiction"
"F11" 0.0766935036166218 -0.453542708841097 1.50880499846932 0.312691505656904 -1.1326076666072 "nonfiction"
"F12" 0.0712063473595457 1.40706096600937 1.41270075422115 0.57386121086091 2.07018789766534 "nonfiction"
"F13" 0.681020823842513 -2.22053204949842 3.67152579468879 -1.10960766216468 -1.1853331334749 "nonfiction"
"F14" -0.632532200979718 0.260086204008318 -0.190772530349368 -0.00544590697263058 0.84931093868194 "nonfiction"
"F15" -1.34615341541321 0.350964781511119 -0.437230202303162 -0.0120039810317646 0.484377388525587 "nonfiction"
"F16" 0.327098620493612 -0.424687328162132 -1.56644093992901 -0.0179071294977914 0.495421540715432 "nonfiction"
"F17" -0.428740373425224 -1.30201681687957 -1.53266387797528 -0.88785187994797 -1.05775970834514 "nonfiction"
"F18" 0.12106903086082 -0.367510605852561 -0.575080861237498 2.97758325085666 -0.133011479317076 "nonfiction"
"F19" -0.429061069581319 0.233705702496697 0.432133593630669 -0.241015349905635 0.31142809078629 "nonfiction"
"F20" 0.0236994448018558 -0.525233832713821 -1.30782704703574 -0.569654757329108 -0.714322863380217 "nonfiction"
"F21" -0.552756939582794 -0.107529194215378 -1.04028796455378 -1.09028317026448 -0.0306521973014358 "nonfiction"
"F22" 0.161392129506316 -0.321152464569462 -1.03536818211228 -0.874009606088872 1.31118034911392 "nonfiction"
"F23" -0.412774932292533 1.11263160009475 1.34622767658723 0.292724320983077 -0.521455468250092 "nonfiction"
"F24" 0.438791450193023 -0.33217599896321 -1.09184477288491 0.272894002822878 -0.370382451943747 "nonfiction"
"F25" -0.221253629375145 0.707356933554526 -0.025057753372596 0.193222317966153 -0.672812744022512 "nonfiction"
"F26" -0.0792622040027512 -0.547330243830212 -0.509563795197065 -0.540918351438568 -0.85628049499801 "nonfiction"
"F27" 0.0631305550790886 1.59411539014946 0.388365758156309 -1.28813153989069 -1.81552178682339 "nonfiction"
"F28" -0.192505915629004 -0.590718021728261 -0.512290815431717 0.267216978608145 0.0780059749976841 "nonfiction"
"F29" -0.38602448274954 -0.448873718268594 -0.838347057741222 -0.100681290323431 0.24395699985913 "nonfiction"
"F30" -0.252730297735057 0.328200934743439 -0.870302447200846 -0.633029217712858 -0.495500433007258 "nonfiction"
"F31" 0.340582160105741 0.616219383313547 -0.18768579936517 2.3394114782328 1.19402909226498 "nonfiction"
"F32" 0.0494314401435173 -0.653056461018922 -1.20569149273838 0.846900747829028 -0.603380654998729 "nonfiction"
"F33" -0.799740259619978 0.278395646777317 1.15903664215376 0.226073295969564 0.127235649614356 "nonfiction"
"F34" -0.63908504388161 -1.36937111624661 -0.762441992504872 -1.40549110049475 -1.37040062467334 "nonfiction"
"F35" 0.922828094680852 -1.1049063975905 -0.901760023612328 0.317027220698195 -0.653722621438941 "nonfiction"
"F36" 1.35156478250214 0.289795801488325 -1.22875876597449 -1.84265769373249 1.25810730803207 "nonfiction"
"F37" -0.378247673002266 1.73489873746385 0.453877221389594 -0.209673116826132 -0.113934631736987 "nonfiction"
"F38" 0.283582007630338 0.461991565484641 -0.978270523156685 -0.732362942825788 -0.608182331222061 "nonfiction"
"F39" -0.912246681436686 -0.191594740441934 -0.249589110296866 -0.622836184049026 0.667043339587215 "nonfiction"
"F40" -1.26339674759789 -0.255522477034845 -1.05449506912075 1.0908593121778 -0.242984451830738 "nonfiction"
"F41" 0.0143177901500951 -0.420191525935517 -0.328705883105396 -1.22113605975855 -0.336594037371206 "nonfiction"
"F42" 0.357981510305925 2.01644883335213 0.777202875518583 -0.65980476422396 1.65174856057236 "nonfiction"
"F43" -0.324742599877436 0.170919512709183 -0.51710285174614 -1.27422019432484 -0.0315114502826844 "nonfiction"
"F44" -1.78501260191898 -0.116121085101443 0.898178258705884 -0.366986700347428 0.504346296878848 "nonfiction"
"F45" -0.511224195057089 -0.765034544377991 -0.691804206750759 -0.465373418951773 -0.845663061881366 "nonfiction"
"F46" -0.00110240264279821 -0.427364193864817 0.0371226389676496 0.61379444976089 -1.19109469299364 "nonfiction"
"F47" 0.198280753196809 0.771027338002926 0.247511133354403 -0.529662174457716 2.10154223116145 "nonfiction"
"F48" -0.964934743687728 1.69476472298655 0.79824289914888 0.471006345810237 0.801649328977888 "nonfiction"
"G01" -0.51006363349369 1.56204064521717 1.01655404412747 -0.325338965470065 1.08158314218033 "nonfiction"
"G02" -1.16603677800962 1.03566849438745 -0.185495298119951 -0.115716842015452 -0.951787828832729 "nonfiction"
"G03" -0.187767460692546 -0.692572374328387 0.755909877715254 -0.470791869534045 -0.246883081019428 "nonfiction"
"G04" 0.520287357933404 1.04078840816218 -0.201685875768379 -0.554292794354771 -0.13551093526937 "nonfiction"
"G05" -0.100583041916461 0.582906870061454 -0.759534374428852 -0.839904677041291 -0.0635452960649582 "nonfiction"
"G06" 0.310412063118134 0.156911502052234 -0.757892270786094 0.210984452337881 -0.907321378702925 "nonfiction"
"G07" -0.642313474394377 -0.38698956315184 -0.999206226030123 0.183095088950613 -0.0901485822724039 "nonfiction"
"G08" -0.501835222072139 1.64838500176519 -0.613332341029792 0.581518480380475 -1.2419281467179 "nonfiction"
"G09" -0.675804446685165 -0.293796269942424 0.859715697011533 -1.07693133141141 0.814924285463681 "nonfiction"
"G10" -0.676812013520743 0.60635515987703 -0.818630892282854 0.693665848096463 0.680502588158227 "nonfiction"
"G11" -0.649810828113744 1.768186169479 0.229019580403692 -1.0361964131347 -0.378821980234412 "nonfiction"
"G12" 0.558540298595992 1.32210548770082 1.41686530683936 1.57980312666199 -0.698937461843948 "nonfiction"
"G13" -0.466894974897563 0.25495189837299 0.787777212237618 -0.257378227269139 -0.441625365820927 "nonfiction"
"G14" 0.317222200522946 -0.0687632737361725 -0.788563802287507 -1.5783208545324 -1.18029507412237 "nonfiction"
"G15" -0.251440808071401 1.21112979198093 -0.318137401655313 -0.546735173198979 -1.31405078587033 "nonfiction"
"G16" -1.8344676474852 1.01104674342376 -0.0603761828446992 0.132496368635546 0.517747587568954 "nonfiction"
"G17" 0.348479825341425 0.753196625718545 0.529114240093764 0.575051004056617 -0.992759355790508 "nonfiction"
"G18" -0.0853669306465368 0.644633188012663 -0.845101107299073 -0.0085726978537814 -0.697536932433243 "nonfiction"
"G19" -0.277027782003467 0.927483281851966 0.404476679770302 -0.261370791416268 -1.70187201812774 "nonfiction"
"G20" -1.1266369562118 0.187918836861001 0.763297975231852 -0.0623340335700665 1.87401313576234 "nonfiction"
"G21" -0.674740177597177 0.494480404453535 -0.1152174637846 0.0315398729232474 0.389831121778873 "nonfiction"
"G22" -0.261670334697717 0.657031209433118 1.07887593416049 -0.437674829176524 -0.38918267968836 "nonfiction"
"G23" -0.247967430939503 0.526604870396636 0.610652170513034 0.41787667061217 -0.703182220818994 "nonfiction"
"G24" -0.910009066064789 0.811659963406713 0.383778781645319 -0.10439771075594 0.689877750260151 "nonfiction"
"G25" -1.08298175902576 1.08514956002983 0.623984386705615 -0.808568321103216 -0.846705930460283 "nonfiction"
"G26" -0.261576093398362 0.0698703885435907 0.628059191582627 -0.352275610178689 0.232698230177047 "nonfiction"
"G27" -0.00485153373475406 -0.110946031627148 -1.59404398687985 0.165887532449362 1.14550111998267 "nonfiction"
"G28" -0.575924192144136 0.988948718508208 -0.349016753760292 0.833889275125297 1.59146374762327 "nonfiction"
"G29" -0.426564469526948 0.661112246590514 1.47117801561488 0.0589473290080178 -0.326474634283409 "nonfiction"
"G30" -0.8356628227349 1.1374217620821 0.00368833825755233 0.218635419968055 -1.05339096170929 "nonfiction"
"G31" 0.0358649872151256 0.667282221056931 -1.39908766054676 0.219607739481013 0.047414113064127 "nonfiction"
"G32" 0.242069912414463 -0.192941173359478 -0.0298648939107355 1.5180702765925 0.0964193544956126 "nonfiction"
"G33" 0.805258162500179 1.74277619689132 1.29262909263883 0.746007947836289 0.196081369266534 "nonfiction"
"G34" 0.204907851142942 -0.328083219197818 -0.489012138515346 1.14376491645017 0.219656997775801 "nonfiction"
"G35" -0.952833308423919 0.575206169742275 0.499867676000363 -0.711783395737917 -0.750077776366998 "nonfiction"
"G36" 0.660652858707611 -0.478672178827143 0.64079204291532 0.946308763817745 2.52912601202742 "nonfiction"
"G37" 0.090009867895017 1.0294607148658 -0.603497477698205 -0.715731353391981 2.34038173193509 "nonfiction"
"G38" -0.396824191312302 -0.288999250911169 -0.81835037483463 0.616645140118008 -0.47657669849028 "nonfiction"
"G39" 0.656694393113923 -0.161656403319333 -1.08805560137313 -0.514120127286778 -0.962294254476161 "nonfiction"
"G40" 0.470999606111453 -0.0515730697846123 -0.950140434136572 0.823337050859026 -0.19227192204023 "nonfiction"
"G41" 0.63081362326271 -0.556737377326347 -0.251267395949141 -0.539964884987827 0.58391952424582 "nonfiction"
"G42" -1.44945831193668 0.0884751349709424 0.505699121403076 0.355101001921675 0.110890257512903 "nonfiction"
"G43" -0.622097524474843 0.579075161865446 1.31053594490909 0.504351239412646 0.135328623587445 "nonfiction"
"G44" -1.13803958295887 1.36626120193923 0.692840680534591 0.395223478433238 1.37216429559573 "nonfiction"
"G45" 0.659232532627705 -0.910800486029278 0.524618359331193 0.907046057091992 -0.909844567485963 "nonfiction"
"G46" -0.879874690067754 0.730080759979884 -1.09065703162451 -0.100455953336087 -0.96528386588376 "nonfiction"
"G47" 0.658226681527384 -0.525597632983631 0.16412532522022 1.36574157565067 0.363419406595224 "nonfiction"
"G48" -0.0653630215070777 -0.53784529764371 -0.539886158145205 -0.548748408438284 0.151257572345202 "nonfiction"
"G49" 0.179335486345666 1.43825371350804 -0.174542557673053 1.4564762984041 1.14382116772985 "nonfiction"
"G50" 0.211169429235659 -0.427961999557441 -0.942764399936613 -0.892229218737251 0.0510863688484534 "nonfiction"
"G51" -0.0536822905860436 0.270795724277341 -0.225810005759122 -0.245613950211578 -0.40997015675548 "nonfiction"
"G52" 0.0444904554169777 -0.201765645531869 -0.487437900233429 0.0992034711101302 0.692851930028074 "nonfiction"
"G53" 0.0345524270878773 -0.430541897704077 -1.19642028140334 0.861089531871815 -1.13596422595231 "nonfiction"
"G54" 0.807124513353287 0.201603332462786 -0.285357250950832 1.60946170283763 -0.939516647874998 "nonfiction"
"G55" -0.372239057490332 0.138976171029533 0.344583972755445 -0.162639429942159 0.0130808806198377 "nonfiction"
"G56" -0.146116551492299 0.457876891646158 1.26033842649106 0.39444545544318 -0.517745533844135 "nonfiction"
"G57" -1.22956731948018 0.52776970135925 -0.190998085360022 -0.553819985983393 0.606961800486645 "nonfiction"
"G58" -0.122364566539168 0.0975049397553693 -0.510835846400885 1.1200581410797 0.0114731024612874 "nonfiction"
"G59" 0.0507133797737727 1.32494586570416 -0.787101994292828 -0.717523723980849 -0.375990504809931 "nonfiction"
"G60" 1.27382979299099 0.133347454176032 0.0557383811407561 -0.560332451557599 1.00083437327071 "nonfiction"
"G61" -0.823186743356114 1.19232779751942 -0.593486518927753 0.0662072222444591 -0.821925665990758 "nonfiction"
"G62" -0.972145434433992 -0.945292880112809 -0.296071355408995 0.124525575456865 0.770070771619223 "nonfiction"
"G63" -0.960633052226683 -0.178285745821182 -0.0172059935374935 -0.565699135818466 -0.23768798951793 "nonfiction"
"G64" 0.018739435050847 -1.82029895374209 -0.678394109624786 2.92890133941492 -0.797514682472213 "nonfiction"
"G65" -1.16088870729835 1.29319419148129 0.317237553135536 0.81503474051148 0.840375634485289 "nonfiction"
"G66" 0.389921710893847 0.239377995329995 -0.888800157450734 1.64908563945614 2.18462296533819 "nonfiction"
"G67" 0.649129431772698 0.13370177428063 -0.885894656882109 2.43928737481258 -1.06671021152362 "nonfiction"
"G68" -0.0201247777367517 0.869912552824655 -0.734315780637608 0.106572971066487 -1.13201528489758 "nonfiction"
