	0	1	2	3	4	5	6	7	8	9
H34.sentenceRel	-0.2493756042464779	0.14182660697022928	0.14164619894801675	0.03846948324802	0.030367911834417016	-0.05138939151876981	0.14509236260540612	0.6056101045191642	0.09514735704384658	-0.025186854369523618
H35.causative	0.2043273699570217	0.16107190762360973	-0.07959289108096046	0.21183131639007838	-0.018409010798961765	-0.005412912461872928	0.16928272879554837	-0.03722388874494577	-0.0019850806790885334	0.025981361402451258
H36.concessives	-0.11357859732036245	-0.06967656717822772	0.46068096452040175	-0.03197250824435607	-0.051779514299975876	-0.014248114016911865	-0.1244723751521052	0.03162496513298495	-0.03890069403308836	0.11616954746794797
H37.conditional	0.2649599664713879	0.010802507452420267	-0.13951556247737618	0.07885544797305463	0.6296952456399998	-0.0438841929298872	0.0379571747219038	0.13054518671456378	-0.08449770260851651	0.07188795798367406
I39.preposn	-0.5781972312964018	-0.08357752820653014	0.1487385610711185	-0.15339625108981592	-0.09782538877559581	-0.16154822079527137	0.2782395126555085	0.22084826158323104	-0.03736205158287847	-0.0799807182150224
I40.attrAdj	-0.47784786037350785	0.3119869407644198	0.3920400572029746	0.06954827874536318	-0.004567321986121955	-0.08507387420707412	-0.05938311794357458	-0.05939564623994751	-0.011645940109432555	-0.06472890178123217
I41.predAdj	-0.20624018708426103	0.032151760372259634	0.05023760546011203	0.49901606106679697	0.07309952364882734	0.0018768891852820014	-0.09981069966018305	-0.031599984023961344	0.07597376647787632	-0.23734490642773526
I42.ADV	0.31521665192184034	-0.07756544011893719	0.7169807336568184	0.03062969745129165	0.1670030197496276	-0.1293670304583734	-0.16380470133295816	0.0006095711461645125	0.24153195893694618	0.06931649499961333
J43.TTR	-0.19605759329557199	0.11651430899216965	0.25892927882224015	-0.07895775067975598	-0.06329687546923805	0.05655255310704674	-0.6289049269306608	-0.11506862936260903	0.10422710102718889	0.008258872552146196
J44.wordLength	-0.8303692898505373	0.1152960463941054	0.20328376608292514	-0.058493126004693724	0.032229408576041244	0.06096582444714753	0.02608398039234765	-0.13831022500755505	-0.1381594505212332	-0.0582536468192769
K45.conjuncts	-0.19157504952089233	-0.07902085645685009	0.020936681517321944	0.7216863472240429	0.04324317964973239	-0.06320377702506028	0.24106348072580136	0.017025555732662213	-0.1478714650637191	-0.05281493156610445
K46.downtoners	0.01803653215497897	0.055014374095621196	0.5182867668201186	-0.02798596510680472	0.006248516328149837	-0.10841465042299712	-0.05824496744251485	0.03511364326860944	0.10493209770789377	0.14174330718634967
K47.generalHedges	0.5835170712125765	0.11794841991889028	0.17962115787297026	-0.0823155261516812	-0.041981220156777944	-0.002179380667470809	0.1425540669683062	-0.11314620758156826	0.033110480426219585	-0.11357995398002575
K48.amplifiers	-0.07056461892658328	0.030693345260683593	0.3464971729595831	0.1913849481944924	0.021114546874221304	-0.014070425360058283	-0.03357877773735553	-0.032682673631515724	0.09292945294622268	-0.0574188756935646
K49.generalEmphatics	0.23074467660721282	0.4042446474175156	0.31348106403814335	-0.026656654951378013	0.048607713519828386	-0.029677654921003615	-0.33083202405215706	-0.07133232828609744	-0.04341629416118157	-0.023157104610999988
K50.discoursePart	0.31634337182819433	0.0009943075313550078	0.15330424195223288	-0.023261915007910885	0.06360455811336942	-0.03187136671555873	-0.05035157275535993	0.04899676545624484	0.4976723882156822	0.026484958013892116
K55.publicVerbs	0.3479659884926459	0.02447872700761314	-0.13244500423815422	0.012809628563076351	-0.15669041183850385	0.6415782160052614	-0.04844285194059075	-0.0034859110826416678	0.06994805467971404	0.10341970694887938
K56.privateVerbs	0.6101464325483618	-0.3598833971517668	0.32590442298153166	0.023981732104182595	0.13855873714785796	0.2666369416641958	0.10673814516271159	0.09992391134497376	-0.10254872440395037	-0.192754860264718
K57.suasiveVerbs	-0.1342018097689895	-0.003943396436687669	-0.12930658740729548	-0.13187283968612584	0.23082697128084795	0.5177421147009499	-0.04983143609509462	-0.06723657014040473	0.05458049286715973	0.12226809735690386
K58.seemappear	0.0774528392623702	-0.00879881110271873	0.4262703347035967	-0.01767973762248597	-0.10130038063644345	0.03503925722419478	-0.0014807057584014652	0.02893352842857759	-0.020291219850814828	0.04175363209700124
L52.possibModals	0.1435256709728418	0.07185762591762403	0.1215555210600874	0.0038514480211757616	0.6490121728571704	-0.025773099994624286	-0.01926227256860514	0.004009840689905913	-0.13922599773275698	-0.050427624054104773
L53.necessModals	-0.2342327301670817	0.03859862360400475	0.001803753735669063	-0.011297387826521758	0.5269027929762369	0.09949368449687689	0.11474181330090945	-0.029961762358271277	0.061299881146556864	0.036817716243671854
L54.predicModals	-0.08994872750964548	-0.008554693040432985	-0.23997994313372784	0.008844378365873148	0.43684411659964145	0.1827038418399115	0.067378544456013	-0.04731946661057745	0.14096923883587484	0.10042019385593144
N59.contractions	0.8198613468350924	0.17047688183826357	-0.25911275814213225	-0.13298360817374863	-0.23130469398218798	-0.015655777274044637	0.04620585425837373	-0.06857317755751224	0.10050439602868544	-0.06380532821649311
N60.thatDeletion	0.5574582517443799	-0.2564309083528107	0.1450064210600022	-0.0037588336396141633	0.03284828106564569	0.7672897708522364	0.01923913072625705	0.09253767496198254	-0.059174001724457324	-0.18947165565202626
N61.strandedPrep	0.6077770372508212	-0.30799769906447155	-0.013609914418281268	-0.06776281056697275	0.036921714179452204	-0.16748248660673754	0.18733164370281646	-0.13690257505425804	0.04979860184212005	-0.05818968811588506
P66.syntNegn	0.021467443842228446	0.12036684616237729	0.1278639133384113	-0.08930188812505299	0.0062436701918603225	0.03821599607311072	-0.01959563855316895	0.054475727825185546	-0.027964362240605358	0.3161425283587264
P67.analNegn	-0.008165002213193938	-0.10784325594966589	0.3810828637177798	0.10602088825418621	0.17063175472512257	0.06194150606439301	0.10630545643855327	-0.07895214716417928	-0.08455827104257725	0.5610070264204379
